,GHGRP ID,Landfill ID,Landfill Name,State,Landfill Alias,Physical Address,City,County,Zip Code,Latitude,Longitude,Composting?,Ownership Type,Landfill Owner Organization(s),Landfill Operator Organization,Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Design Landfill Area (acres),Current Landfill Area (acres),Design Landfill Depth (feet),Current Landfill Depth (feet),Landfill Design Capacity (tons),Waste in Place (tons),Waste in Place Year,Annual Waste Acceptance Rate (tons per year),Annual Waste Acceptance Year,Does LF Recirculate Leachate?,Leachate Recirc Frequency (Past 10 Yrs),Permitted as RD&D LF?,LFG Generated (mmscfd),LFG Collection System In Place?,LFG Collected (mmscfd),LFG Collected Year,Percent Methane,Flares in Place?,Number of Flares,LFG Flared (mmscfd),LFG Flared Year,Gas Collection System Comments,GHG QUANTITY (METRIC TONS CO2e),SUBPARTS,LFG Generated (mmscfy),LFG Collected (mmscfy),CH4 Generated (mmscfy),CH4 Collected (mmscfy),CH4 Generated (metric tons per year),CH4 Collected (metric tons per year),CO2e Generated (metric tons per year),CO2e Collected (metric tons per year),Generated CO2e Intensity,Collected CO2e Intensity
544,1007745.0,1893,Pine Tree Acres LF Inc.,MI,,36600 29 Mile Road,Lenox,Macomb,48048,42.7649,-82.7456,Yes,Private,WM,WM,1987.0,2037.0,Open,361.0,238.0,,130.0,88512501.0,52948725,2022.0,3160002,2022.0,Yes,Occasionally but not every year,No,,Yes,8.598,2022.0,49.0,Yes,4.0,0.215,2022.0,"9/10-207 wells over 198 acres, system installed in 1990, 5 flares (open & enclosed).; 7/12-250+ wells.; 2012-291 wells, system capacity=24100 acfm.",202353,"C,HH",,3138.2700000000004,,1537.7523,,29524.84416,,826695.63648,,4.085413294984507
344,1014391.0,21398,Eco Hill Landfill,IL,Atkinson Landfill,137 Commercial Drive,Atkinson,Henry,61235,41.407503,-90.003647,No,Private,Ecology Solutions,,1981.0,2029.0,Open,,73.2,,,15496671.0,4236759,2022.0,1139489,2022.0,No,Not used,No,,Yes,0.146,2022.0,46.8,Yes,,0.146,2022.0,,180413,HH,,53.29,,24.939719999999998,,478.84262399999994,,13407.593471999999,,0.0743161162000521
948,1004460.0,1501,City of Laredo LF,TX,,"6912 State Hwy 359
2 miles east of Int of Loop 20 & Hwy 359",Laredo,Webb,78043,27.49417,-99.41,No,Public,"City of Laredo, TX","City of Laredo, TX",1986.0,2030.0,Open,200.0,118.1,50.0,,14731976.0,11375598,2022.0,405303,2022.0,No,Not used,No,4.287,Yes,0.231,2022.0,,Yes,,0.231,2022.0,"2010-19 wells, system capacity=250 acfm.",178409,HH,1564.7549999999999,84.315,,,,,,,,
300,1000287.0,614,Black Hawk County SLF (Area E),IA,,1509 East Washburn Road,Waterloo,Black Hawk,50701,42.414,-92.32758,No,Public,"Black Hawk County SWM Commission, IA","Waste Tech, Inc.",1975.0,2054.0,Open,160.0,135.4,30.0,,9118438.0,6703383,2022.0,185793,2022.0,No,Not used,No,1.67,No,,,,No,,,,1/05-Passive vents only.,170383,HH,609.55,,,,,,,,,
910,1007440.0,1400,Matlock Bend Landfill,TN,Loudon County SLF,21712 Highway 72 N,Loudon,Loudon,37774,35.7467,-84.4119,No,Public,"Loudon County Solid Waste Disposal Commission (LCSWDC), TN","Republic Services, Inc.",1987.0,2039.0,Open,40.7,,,,4150607.0,4091334,2022.0,137104,2022.0,No,Not used,No,1.31,No,,,,No,,,,2012-Passive vents/flares only.,157796,HH,478.15000000000003,,,,,,,,,
743,1011217.0,1161,"Athens-Hocking Landfill, Inc.",OH,Kilbarger LF; Athens-Hocking Reclamation Center,"17970 Diamond Brick Road
(Old U.S. Route 33)",Nelsonville,Athens,45764,39.46,-82.279,No,Private,Rumpke,Rumpke,1983.0,2069.0,Open,135.0,35.0,200.0,100.0,16813125.0,5385929,2022.0,208091,2022.0,No,Not used,No,,No,,,,No,,,,,152043,HH,,,,,,,,,,
45,1004544.0,11545,"Rolling Meadows Landfill, Inc.",AR,,1420 Hamric Road,Hazen,Prairie,72064,34.8476,-91.59002,No,Private,GFL Environmental USA Inc.,,1991.0,2096.0,Open,105.0,40.0,80.0,40.0,26993821.0,4160963,2022.0,133211,2022.0,No,Not used,No,1.67,No,,,,No,,,,,150226,HH,609.55,,,,,,,,,
594,1006223.0,1952,Big River Landfill,MS,,52 Landfill Road,Leland,Washington,38756,33.4063,-90.9606,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1981.0,2085.0,Open,180.2,65.7,113.0,,22759144.0,6885390,2022.0,106772,2022.0,No,Not used,No,2.37,No,,,,No,,,,2012-Passive vents/flares only.,148067,HH,865.0500000000001,,,,,,,,,
778,1010596.0,20711,Tunnel Hill Reclamation Landfill,OH,,"8822 Tunnel Hill Road
2500 Town Highway 205",New Lexington,Perry,43764,39.735838,-82.158251,No,Private,WIN Waste Innovations,,2007.0,2031.0,Open,,49.0,,,29166888.0,15707085,2022.0,1867310,2022.0,No,Not used,No,,Yes,5.987,2022.0,41.3,Yes,2.0,5.987,2022.0,"2014-19 wells, system capacity=1250 acfm.",147688,"C,HH",,2185.255,,902.510315,,17328.198048,,485189.545344,,3.2852333659065054
956,1002964.0,1821,City of Wichita Falls LF,TX,,10984 Wiley Road,Wichita Falls,Wichita,76307,33.890133,-98.669092,No,Public,"City of Wichita Falls, TX","City of Wichita Falls, TX",1981.0,2224.0,Open,300.0,155.0,40.0,,28504878.0,5503681,2022.0,200056,2022.0,No,Not used,No,1.6,No,,,,No,,,,2010-Passive venting only.,146800,HH,584.0,,,,,,,,,
532,1003464.0,2237,Kent County - South Kent LF,MI,,10300 South Kent Drive SW,Byron Center,Kent,49315,42.78271,-85.67065,No,Public,"Kent County Department of Public Works, MI","Kent County Department of Public Works, MI",1982.0,2030.0,Open,150.0,120.6,,,,9204741,2022.0,338250,2022.0,No,Not used,No,,Yes,1.731,2022.0,54.2,Yes,1.0,0.487,2022.0,"1/03-Passive venting only.; 11/09-Wellfield construction began in May 2008: 24 wells range from 30 to 110 feet deep, flare started in mid-July 2008.; 2012-24 wells, system capacity=900 acfm.",144043,HH,,631.815,,342.4437300000001,,6574.919616000001,,184097.74924800004,,1.2780749446207038
580,1005795.0,890,Eagle Ridge Sanitary Landfill,MO,"Sutton & Sons SLF, Cardinal Waste","13100 Hwy VV
2.5 miles east of Hwy 61 off of exit UU",Bowling Green,Pike,63334,39.4214,-91.2182,No,Private,Meridian Waste,,1972.0,2079.0,Open,229.2,56.0,100.0,50.0,20093438.0,2947535,2022.0,209452,2022.0,No,Not used,No,,Yes,1.737,2022.0,31.0,Yes,,1.737,2022.0,2012-Passive vents/flares only.; 10/23-GCCS installed voluntary in 2014 due to an offsite migration issue.,142871,HH,,634.005,,196.54155,,3773.5977599999997,,105660.73727999999,,0.739553424277845
283,1005314.0,10402,Savannah-Dean Forest Road SL,GA,,1327 Dean Forest Road,Savannah,Chatham,31405,32.078,-81.22,No,Public,"City of Savannah, GA",,1984.0,2056.0,Open,,101.0,,,4932691.0,4540404,2022.0,90889,2022.0,No,Not used,No,1.83,No,,,,No,,,,,141860,HH,667.95,,,,,,,,,
974,1006634.0,1828,Hunter Ferrell Landfill,TX,City of Irving Landfill,110 E. Hunter Ferrell Road,Irving,Dallas,75060,32.7839,-96.9389,No,Public,"City of Irving, TX","City of Irving, TX",1982.0,2051.0,Open,150.0,70.2,80.0,,15970575.0,4718030,2022.0,205064,2022.0,No,Not used,No,1.17,No,,,,No,,,,,141221,HH,427.04999999999995,,,,,,,,,
623,1005825.0,1069,Cleveland County LF,NC,Cleveland County Landfills East and West; and Self-McNeilly Landfill,"1609 Airport Road
250 Fielding Road",Shelby,Cleveland,28150,35.3287,-81.477,No,Public,"Cleveland County, NC","Cleveland County, NC",1971.0,2080.0,Open,,114.5,,,14001750.0,5450931,2022.0,162765,2022.0,No,Not used,No,1.55,No,,,,No,,,,,139753,HH,565.75,,,,,,,,,
1028,1003471.0,1542,Salt Lake Valley LF,UT,Salt Lake County SWM Facility,6030 West 1300 South,Salt Lake City,Salt Lake,84104,40.746,-112.042,Yes,Public,"Salt Lake City, UT; Salt Lake County, UT","Salt Lake County, UT",1982.0,2082.0,Open,,227.8,,,43739621.0,18194683,2022.0,459349,2022.0,No,Not used,No,,Yes,4.047,2022.0,57.0,Yes,1.0,1.602,2022.0,"LFG flared 24/7.; 7/05-Additional wells are being installed, expect additional gas flow.; 2012-39 wells, system capacity=2600 acfm.",138980,"C,HH",,1477.155,,841.9783499999999,,16165.984319999996,,452647.5609599999,,3.2569258955245353
938,1002509.0,2275,Charter Waste Landfill,TX,,12035 West Murphy Street,Odessa,Ector,79763,31.7548,-102.5396,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1992.0,2061.0,Open,,59.7,,,30144825.0,9006846,2022.0,401194,2022.0,No,Not used,No,1.34,No,,,,No,,,,,138368,HH,489.1,,,,,,,,,
467,1006462.0,705,Mundy Landfill,LA,De Soto Parish LF,2712 U.S. Hwy 84 East,Mansfield,De Soto,71052,32.06,-93.592,No,Public,"De Soto Parish Police Jury, LA","De Soto Parish Police Jury, LA",1986.0,2027.0,Open,240.0,36.0,,,4561781.0,3052910,2022.0,385019,2022.0,No,Not used,No,0.535,No,,,,No,,,,,136863,HH,195.275,,,,,,,,,
229,1003243.0,20696,PCSW Resource Recovery Facility,FL,,14230 Hays Road,Spring Hill,Pasco,34610,28.369724,-82.560119,Yes,Public,"Pasco County, FL",,1997.0,2031.0,Open,,19.4,,,652479.0,332678,2022.0,9852,2022.0,No,Not used,No,0.159,No,,,,No,,,,,136460,"C,HH",58.035000000000004,,,,,,,,,
470,1002223.0,710,Sabine Parish SLF,LA,Natchitoches Landfill,955 Sabine Landfill Road,Many,Sabine,71443,31.6155,-93.555,No,Public,"Sabine Parish, LA",,1988.0,2064.0,Open,,44.7,,,,4350266,2022.0,193784,2022.0,No,Not used,No,1.17,No,,,,No,,,,,136186,HH,427.04999999999995,,,,,,,,,
288,1010392.0,20699,Turkey Run Landfill,GA,,7144 Lone Oak Road,Hogansville,Meriwether,30230,33.163696,-84.848925,No,Private,WM,,2010.0,2056.0,Open,,35.4,,,28973656.0,6366244,2022.0,696691,2022.0,Yes,Occasionally but not every year,No,,Yes,3.078,2022.0,46.3,Yes,1.0,3.078,2022.0,2014-Passive vents or flares.,135232,HH,,1123.47,,520.16661,,9987.198912,,279641.569536,,2.0678653686701374
779,1003695.0,1201,Williams County LF,OH,,12539 County Road G,Bryan,Williams,43506,41.51385,-84.5815,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1969.0,2166.0,Open,,94.8,,,28770689.0,8352141,2022.0,86635,2022.0,No,Not used,No,2.35,No,,,,No,,,,2012-Passive vents/flares only.,134640,"C,HH",857.75,,,,,,,,,
952,1005665.0,1802,City of Port Arthur Landfill,TX,Texas MSW #1815,"4732 West Highway 73
2 miles W of Hazel Ave & Hwy 73 INT, 1 mile W of Taylor's Bayou",Beaumont,Jefferson,77705,29.87334,-94.07167,No,Public,"City of Port Arthur, TX","City of Port Arthur, TX",1974.0,2127.0,Open,250.0,160.0,40.0,,11008267.0,4880539,2022.0,129734,2022.0,No,Not used,No,1.71,No,,,,No,,,,,134271,HH,624.15,,,,,,,,,
827,1007615.0,21203,Fairless Landfill,PA,,1000 New Ford Mill Road,Morrisville,Bucks,19067,40.151865,-74.758443,No,Private,WM,,2016.0,2028.0,Open,194.0,,,,35126718.0,15544105,2020.0,3590675,2020.0,No,Not used,No,,Yes,,,,Yes,,,,,133235,"C,HH",,,,,,,,,,
1011,1003001.0,20717,Texoma Area Solid Waste Authority Landfill,TX,,25090 TX-56,Whitesboro,Grayson,76273,33.6322,-96.8419,No,Public,"Texoma Area Solid Waste Authority, TX",,2005.0,2084.0,Open,,45.9,,,9426375.0,2774312,2022.0,282897,2022.0,Yes,Several times per year,No,0.831,No,,,,No,,,,,133014,HH,303.315,,,,,,,,,
791,1003616.0,1234,Muskogee Community LF,OK,,2801 S. 54th Street W,Muskogee,Muskogee,74401,35.71897,-95.42966,No,Private,WM,WM,1987.0,2026.0,Open,,44.7,,,4783013.0,4247497,2022.0,135850,2022.0,Yes,Several times per year,No,1.33,No,,,,No,,,,,132675,HH,485.45000000000005,,,,,,,,,
11,1010957.0,19,City of Dothan SLF MSWLF,AL,,1290 Burkett Road,Dothan,Houston,36303,31.238766,-85.356721,No,Public,"City of Dothan, AL","City of Dothan, AL",1977.0,2071.0,Open,49.3,,,,5666850.0,3866274,2022.0,6063,2022.0,No,Not used,No,,No,,,,No,,,,,131950,HH,,,,,,,,,,
32,1002222.0,11550,Cherokee Village Landfill,AR,Cherokee Sanitary Landfill,100 Landfill Road,Cherokee Village,Fulton,72529,36.28126,-91.63128,No,Private,"Waste Connections, Inc.","Waste Connections, Inc.",1975.0,2041.0,Open,90.0,31.1,,,6490730.0,3294151,2022.0,198190,2022.0,No,Not used,No,0.942,No,,,,No,,,,,131630,"C,HH",343.83,,,,,,,,,
1016,1005480.0,12212,West Texas Region Disposal Facility,TX,,"17304 North FM 2528
INT of FM 597 & FM 2528",Abernathy,Lubbock,79311,33.815,-101.933,No,Public,"City of Lubbock, TX",,1999.0,2234.0,Open,,80.0,,,54506374.0,6198746,2022.0,318106,2022.0,No,Not used,No,0.902,No,,,,No,,,,,131628,HH,329.23,,,,,,,,,
616,1005138.0,1046,Alamance County Landfill,NC,Austin Quarter SWM Facility,2701 Austin Quarter Road SR-2148,Graham,Alamance,27253,35.93083,-79.29667,No,Public,"Alamance County, NC","Republic Services, Inc.",1994.0,2086.0,Open,90.0,34.3,,,,2545857,2022.0,146821,2022.0,No,Not used,No,1.39,No,,,,No,,,,,130863,HH,507.34999999999997,,,,,,,,,
73,1006485.0,20695,South Yuma County Landfill,AZ,,19536 S. Avenue 1 E,Yuma,Yuma,85365,32.5689,-114.61613,No,Private,"CR&R, Inc.",,2001.0,2080.0,Open,,19.5,,,27157867.0,3639904,2021.0,229252,2021.0,Yes,At least once per year,No,0.515,No,,,,No,,,,,130651,HH,187.975,,,,,,,,,
949,1002538.0,1498,City of Midland MSW Landfill,TX,Las Animas LF,"7904 S. Garden City Highway
7 miles east of Midland, .5 miles NE of Hwy 158",Midland,Midland,79706,31.966801,-101.933389,No,Public,"City of Midland, TX","City of Midland, TX",1985.0,2065.0,Open,412.0,145.4,35.0,,15930097.0,6385711,2022.0,267794,2022.0,No,Not used,No,0.937,No,,,,No,,,,,129419,HH,342.005,,,,,,,,,
330,1000783.0,2175,Pickles Butte SLF,ID,,15500 Missouri Avenue,Nampa,Canyon,83686,43.493,-116.704,No,Public,"Canyon County, ID","Canyon County, ID",1983.0,2035.0,Open,,55.0,,,9506240.0,6443737,2022.0,369062,2022.0,No,Not used,No,0.989,No,,,,No,,,,,128113,HH,360.985,,,,,,,,,
479,1002511.0,700,Woolworth Road Landfill,LA,Shreveport Landfill,10580 Woolworth Road,Keithville,Caddo,71047,32.38072,-93.90013,No,Public,"City of Shreveport, LA","Republic Services, Inc.",1988.0,2065.0,Open,,226.1,90.0,,36860519.0,12478323,2022.0,335320,2022.0,No,Not used,No,,Yes,1.481,2022.0,57.5,Yes,,0.0,2022.0,"10/03-Initially 31 wells.; 10/11-Drilled more wells in 2005 & 2011, now 67 wells.; 2012-75 wells, system capacity=4000 acfm.",127722,HH,,540.565,,310.824875,,5967.8376,,167099.4528,,1.308305951989477
20,1006028.0,14,New Georgia MSWLF,AL,Birmingham SLF,2800 47th Avenue North,Birmingham,Jefferson,35207,33.585,-86.815,No,Public,"City of Birmingham, AL","City of Birmingham, AL",1970.0,2030.0,Open,,149.0,60.0,,9644756.0,7784828,2022.0,3778,2022.0,No,Not used,No,,Shutdown,1.3,,50.0,Yes,1.0,1.3,,"3/10-90 wells installed in 1990, 10 wells added in 2003, 100% coverage of LF.",127081,HH,,474.5,,237.25,,4555.2,,127545.59999999999,,1.0036559359778408
975,1003339.0,12204,IESI Buffalo Creek Landfill,TX,,1201 W. Smith Avenue,Iowa Park,Wichita,76367,33.953033,-98.684875,No,Private,"Waste Connections, Inc.","Waste Connections, Inc.",1983.0,2121.0,Open,186.0,79.4,,,21984014.0,4687117,2022.0,206111,2022.0,No,Not used,No,1.31,No,,,,No,,,,,124789,"C,HH",478.15000000000003,,,,,,,,,
601,1010379.0,1962,MacLand Landfill,MS,MacLand Disposal Center Industrial Landfill,11300 Highway 63 N,Moss Point,Jackson,39562,30.50414,-88.5325,No,Private,"MacLand Disposal Center, Inc.","MacLand Disposal Center, Inc.",2002.0,2050.0,Open,49.0,,,,3673605.0,3085000,2022.0,8369,2022.0,No,Not used,No,,No,,,,No,,,,,119641,HH,,,,,,,,,,
1110,1003544.0,2205,Disposal Service Inc. Landfill,WV,,1100 State Route 34 South,Hurricane,Putnam,25526,38.405,-82.019,No,Private,WM,WM,1980.0,2041.0,Open,84.7,42.2,,,8958480.0,4265485,2022.0,104720,2022.0,No,Not used,No,1.46,No,,,,No,,,,2012-Passive vents/flares only.,115755,"C,HH",532.9,,,,,,,,,
462,1004119.0,723,"Harold J. ""Babe"" Landry LF",LA,St. Mary Parish LF,752 Thorguson Drive,Berwick,St. Mary,70342,29.68,-91.242,No,Public,St. Mary Parish Police Jury,St. Mary Parish Police Jury,1988.0,2047.0,Open,,89.1,,,4968382.0,2702146,2022.0,85099,2022.0,No,Not used,No,1.24,No,,,,No,,,,,115042,HH,452.6,,,,,,,,,
962,1003337.0,12217,East Texas Regional Landfill,TX,,5155 FM 2867 E,Henderson,Rusk,75653,32.125,-94.7075,No,Private,"Waste Connections, Inc.","Waste Connections, Inc.",1979.0,2067.0,Open,,51.4,,,9439616.0,3097378,2022.0,173693,2022.0,Yes,Several times per year,No,0.84,No,,,,No,,,,,114906,"C,HH",306.59999999999997,,,,,,,,,
31,1011271.0,11982,"Turkey Trot Landfill, LLC",AL,,2328 Mannish Ryan Road,Citronelle,Washington,36522,31.15848,-88.19,No,Private,GFL Environmental USA Inc.,GFL Environmental USA Inc.,2010.0,2124.0,Open,300.0,,,,23280092.0,2368034,2022.0,165930,2022.0,Yes,Occasionally but not every year,No,,Yes,0.393,2022.0,49.7,Yes,,0.393,2022.0,,114835,HH,,143.445,,71.292165,,1368.809568,,38326.667903999994,,0.3337542378543127
475,1004298.0,702,Union Parish SLF,LA,,"356 Landfill Road
3 mi. N of Farmerville on Hwy 15",Farmerville,Union,71241,32.818,-92.386,No,Public,"Union Parish Police Jury, LA","Union Parish Police Jury, LA",1993.0,2040.0,Open,,,,,3195605.0,2351021,2022.0,80080,2022.0,No,Not used,No,,No,,,,No,,,,,114754,HH,,,,,,,,,,
867,1006228.0,2359,Salinas Landfill,PR,,Bo Aguirre Road #3 Hectometro 7,Salinas,Salinas,00751,17.957711,-66.236355,No,Public,"Municipality of Salinas, PR",EC Waste,1970.0,2049.0,Open,,40.4,,,5818085.0,3939102,2022.0,91839,2022.0,Yes,Several times per year,No,1.01,No,,,,No,,,,5/07-Passive system.; 2012-No passive vents/flares.,114446,HH,368.65,,,,,,,,,
279,1006328.0,2303,Pine Bluff Landfill,GA,,13809 East Cherokee Drive,Ball Ground,Cherokee,30107,34.273,-84.387,No,Private,WM,WM,1990.0,2057.0,Open,,134.3,,,81571211.0,27142966,2022.0,1476613,2022.0,No,Occasionally but not every year,No,,Yes,8.675,2022.0,43.3,Yes,3.0,8.675,2022.0,"2012-134 wells, system capacity=8750 scfm.",113986,"C,HH",,3166.3750000000005,,1371.0403750000003,,26323.975200000004,,737071.3056000001,,6.466331879353605
911,1003269.0,1411,Meadow Branch Landfill,TN,Mine Road LF; Environmental Trust,233 County Road 166 (Meadow Branch Road),Athens,McMinn,37303,35.4828,-84.681,No,Private,"Waste Connections, Inc.","Waste Connections, Inc.",1980.0,2032.0,Open,127.2,64.0,,,20001092.0,12586119,2022.0,874726,2022.0,No,Not used,No,,Yes,3.751,2022.0,55.5,Yes,,0.887,2022.0,"4/10-GCCS & flare installed in 2005.; 6/10-Will expand GCCS soon.; 7/11-More than 70 wells.; 2012-28 wells, system capacity=4400 acfm.",113205,"C,HH",,1369.115,,759.858825,,14589.28944,,408500.10432000004,,3.6084987793825363
908,1010760.0,20715,Lakeway Sanitation & Recycling Class I,TN,,5155 Enka Highway,Lowland,Hamblen,37778,36.148473,-83.203596,No,Private,GFL Environmental USA Inc.,,2006.0,2028.0,Open,,18.9,,,3374014.0,2223737,2022.0,222953,2022.0,No,Not used,No,0.601,No,,,,No,,,,2014-Passive vents or flares.,110603,"C,HH",219.36499999999998,,,,,,,,,
1014,1011032.0,20763,Twin Oaks Landfill,TX,,2690 State Highway 30,Anderson,Grimes,77830,30.598127,-96.144866,No,Public,"Brazos Valley SWMA, TX",,2011.0,2046.0,Open,,,,,21819164.0,4525575,2022.0,494843,2022.0,No,Not used,No,,Yes,1.175,2022.0,53.2,Yes,,1.131,2022.0,,110150,HH,,428.875,,228.16150000000002,,4380.7008000000005,,122659.62240000002,,1.113568973218339
1081,1004679.0,11040,Land Recovery Landfill,WA,Land Recovery Inc. 304th Street Landfill,30919 Meridian Street East,Graham,Pierce,98338,46.971,-122.2905,No,Private,"Waste Connections, Inc.",,1999.0,2032.0,Open,168.0,88.8,,,34355880.0,22732671,2022.0,1144080,2022.0,No,Not used,No,,Yes,6.396,2022.0,46.4,Yes,2.0,4.33,2022.0,"2012-118 wells, system capacity=4500 acfm.; 3/12-GCCS installed in 2000.",109912,HH,,2334.54,,1083.2265599999998,,20797.949951999995,,582342.5986559999,,5.2982622339326
56,1004132.0,1782,Cinder Lake MSW LF,AZ,,6770 E. Cinder Lake Landfill Road,Flagstaff,Coconino,86004,35.307,-111.517,No,Public,"City of Flagstaff, AZ","City of Flagstaff, AZ",1965.0,2062.0,Open,247.0,110.0,,50.0,12948115.0,5678442,2022.0,119005,2022.0,No,Not used,No,1.09,No,,,,No,,,,,108377,HH,397.85,,,,,,,,,
528,1006737.0,1890,Granger Wood Street Landfill,MI,Granger Landfill #1,16980 Wood Road,Lansing,Clinton,48906,42.76355,-84.55778,No,Private,Granger Waste Management Corp.,Granger Waste Management Corp.,1974.0,2060.0,Open,200.0,163.0,,,22749369.0,12914907,2022.0,513970,2022.0,No,Not used,No,,Yes,4.736,2022.0,51.0,Yes,,1.066,2021.0,"2012-224 wells, system capacity=3100 acfm.",105669,"C,HH",,1728.6399999999999,,881.6063999999999,,16926.842879999997,,473951.6006399999,,4.4852473349799835
631,1011696.0,1092,Haywood County White Oak LF,NC,,3898 Fines Creek Road,Waynesville,Haywood,28785,35.66343,-82.99866,No,Public,"Haywood County, NC","Haywood County, NC",1993.0,2049.0,Open,21.5,13.0,,45.0,6745431.0,2290321,2022.0,154344,2022.0,No,Not used,No,0.45,No,,,,No,,,,6/08-12 passive vents installed.,105620,HH,164.25,,,,,,,,,
502,1011317.0,11902,Midshore II - Regional Solid Waste Facility,MD,,12236 River Road,Ridgely,Caroline,21660,38.948,-75.8593,No,Public,Maryland Environmental Service,Maryland Environmental Service,2010.0,2046.0,Open,71.3,,80.0,,4680800.0,1278302,2022.0,114692,2022.0,No,Not used,No,,No,,,,No,,,,,105345,HH,,,,,,,,,,
634,1000365.0,1065,Kersey Valley Landfill,NC,City of High Point LF,3940 E. Kivett Drive,Jamestown,Guilford,27282,35.9603,-79.9401,No,Public,City of High Point Department of Public Services,City of High Point Department of Public Services,1993.0,2037.0,Open,40.0,,,,3665846.0,3345134,2022.0,126417,2022.0,No,Not used,No,,No,,,,No,,,,"11/18-Several gas extraction wells but they are not being used for active extraction, City has no timetable for starting up a voluntary GCCS.",104607,HH,,,,,,,,,,
314,1003990.0,11781,Loess Hills Regional SLF,IA,,59722 290th Street,Malvern,Mills,51551,41.022,-95.639,No,Private,Iowa Waste Services LLC,,1973.0,2056.0,Open,52.0,41.6,200.0,200.0,15877375.0,11133869,2022.0,6284251,2022.0,Yes,At least once per year,No,,Yes,1.023,2022.0,55.8,Yes,,1.023,2022.0,,104484,"C,HH",,373.395,,208.35440999999997,,4000.404671999999,,112011.33081599997,,1.0720429043298494
1000,1002512.0,1779,Royal Oaks Landfill,TX,,608 CR 4102 (Heath Lane),Jacksonville,Cherokee,75766,32.0022,-95.268,No,Public,"City of Jacksonville, TX","Republic Services, Inc.",1984.0,2026.0,Open,144.0,36.6,100.0,,5342655.0,4006377,2022.0,163745,2022.0,No,Not used,No,1.31,No,,,,No,,,,,103722,HH,478.15000000000003,,,,,,,,,
661,1002158.0,1754,Bluff Road Landfill,NE,Lincoln Bluff Road LF,6001 Bluff Road,Lincoln,Lancaster,68517,40.9146,-96.6379,Yes,Public,"City of Lincoln, NE","City of Lincoln, NE",1988.0,2035.0,Open,171.0,110.5,150.0,,13301053.0,9848547,2022.0,302159,2022.0,Yes,Occasionally but not every year,No,,Yes,2.499,2022.0,54.0,Yes,1.0,,,"5/01-Passive gas collection system on 12 ac.; 5/10-Installing GCCS/flare.; 11/10-Drilling 54 wells ranging in depth from 40 feet to 100 feet.; 4/11-Currently installing GCCS, expected to go online June 2011.; 2012-53 wells, system capacity=3000 acfm.",103214,"C,HH",,912.135,,492.5529,,9457.01568,,264796.43904,,2.5655089332842445
217,1002990.0,10460,Lee/Hendry County Regional SW Disposal Facility,FL,,5500 Church Road,Felda,Hendry,33930,26.55979,-81.5204,Yes,Public,"Lee County Board of County Commissioners, FL","Lee County Solid Waste Division, FL",2002.0,2036.0,Open,,58.3,80.0,50.0,7909036.0,5339261,2022.0,457277,2022.0,No,Not used,No,1.05,No,,,,No,,,,,102995,HH,383.25,,,,,,,,,
109,1007693.0,147,El Sobrante SLF,CA,,10910 Dawson Canyon Road,Corona,Riverside,92883-5020,33.79923,-117.46786,No,Private,WM,WM,1986.0,2058.0,Open,468.0,201.4,60.0,,191734774.0,61536484,2022.0,3432267,2022.0,No,Not used,No,,Yes,9.36,2022.0,36.2,Yes,2.0,9.36,2022.0,"1/03-New 5,500 scfm flare is in design phase, should go online by end of 2003.; 2012-166 wells, system capacity=7300 acfm.; 3/17-Ultra-low NOx flare.",102626,"C,HH",,3416.3999999999996,,1236.7368000000001,,23745.34656,,664869.70368,,6.478569794009315
942,1002351.0,1516,City of Corsicana LF,TX,,"2050 Jester Drive
0.2 mi N of Magnolia Lake",Corsicana,Navarro,75110,32.091668,-96.414167,No,Public,"City of Corsicana, TX","City of Corsicana, TX",1976.0,2110.0,Open,,127.2,,,12349469.0,4073116,2022.0,115020,2022.0,No,Not used,No,1.24,No,,,,No,,,,3/23-GCCS installation in 2023.,102502,HH,452.6,,,,,,,,,
1036,1006344.0,10080,Augusta County Service Authority Landfill,VA,Augusta Regional Landfill,749 Christians Creek Road,Staunton,Augusta,24401,38.0795,-79.055,No,Public,"Augusta County, VA; City of Staunton, VA; City of Waynesboro, VA","Augusta County, VA",1971.0,2048.0,Open,,106.8,50.0,50.0,14185868.0,4552486,2022.0,147832,2022.0,No,Not used,No,1.22,No,,,,No,,,,2012-Passive vents/flares only.,101621,"C,HH",445.3,,,,,,,,,
604,1010773.0,1964,Pine Belt Regional Landfill,MS,,5274 Highway 29 S,Ovett,Perry,39464,31.4056,-89.0938,No,Public,"Pine Belt Regional Solid Waste Management Authority, MS",,1997.0,2040.0,Open,49.0,32.0,,67.0,6389789.0,3440800,2022.0,190289,2022.0,No,Not used,No,,Yes,0.336,2022.0,49.1,Yes,,0.336,2022.0,,101451,HH,,122.64,,60.21624,,1156.1518079999998,,32372.250623999997,,0.3190924744359346
232,1006049.0,426,Putnam County Central SLF,FL,Putnam County Central LF Phase II,140 County Landfill Road,Palatka,Putnam,32177,29.7196,-81.6655,No,Public,"Putnam County, FL","Putnam County, FL",1960.0,2025.0,Open,80.0,,60.0,,3718773.0,3384896,2022.0,172179,2022.0,No,Not used,No,,No,,,,No,,,,,100130,HH,,,,,,,,,,
